subject,metaphor_id,response,met_type,conceptual,nm,trial_order,met_stim,met_RT,age,sex,hand,collegeYear,SES,language_group,lang_dist,LD_rev,LD_inverse,englishAgeofOnset,AT,NFC,letter_sets,WMC,GK,LA,word_gen_pca,source_similarity_lsa,source_similarity_word2vec
22,cm474,Some property is like having an entire bank. ,conv,3.5,3.5,12,21,25472,19,f,left,3,2,english,,0,0,0,10,23,10,33,27,12,23.546557,0.097497178,0.146403297
23,cm486,The Earth is packed like a Japanese train cart.  ,conv,5,3.5,2,18,194291,19,f,right,4,2,english,,0,0,0,12,-9,10,35,27,6,18.9884451,0.032888215,0.250516266
23,cm504,"Certain memories are like those 1000 piece puzzles, every inch of them can be put together to form almost a perfect replica.  ",conv,5,3.5,20,4,64385,19,f,right,4,2,english,,0,0,0,12,-9,10,35,27,6,18.9884451,,
24,cm513,Her house is like a BSL-4 lab at Georgia State  ,conv,5,3.5,7,22,87235,23,m,right,6,3,english,,0,0,0,12,20,6,42,21,7,16.0651106,-0.031348432,0.048225725
24,cm517,Cigarettes are like a hidden landmine  ,conv,5,3.5,11,15,24281,23,m,right,6,3,english,,0,0,0,12,20,6,42,21,7,16.0651106,0.066820447,-0.013884742
24,cm524,Some properties are like a pirate's treasure  ,conv,5,3.5,18,21,28588,23,m,right,6,3,english,,0,0,0,12,20,6,42,21,7,16.0651106,0.258385364,0.275987114
24,cm527,Love is like babysitting a two year old child  ,conv,5,3.5,21,3,20594,23,m,right,6,3,english,,0,0,0,12,20,6,42,21,7,16.0651106,0.047826669,-0.033577089
25,cm529,Some professors are intelligent as chimpanzees.  ,conv,5,3.5,1,9,56756,19,f,right,1,3,bilingual,1,3,1,3,20,10,5,15,18,6,17.1918087,0.199460169,0.2090803
25,cm537,Some Computer Programs are like corn mazes; it takes forever to figure out how to solve anything. ,conv,4.5,3.5,9,7,167687,19,f,right,1,3,bilingual,1,3,1,3,20,10,5,15,18,6,17.1918087,0.230932192,0.252340884
25,cm540,Certain Memories can be told as descriptive as a instruction manual. ,conv,4.5,3.5,12,4,37685,19,f,right,1,3,bilingual,1,3,1,3,20,10,5,15,18,6,17.1918087,,
26,cm558,colleges are like the ocean for fish ,conv,5,3.5,8,16,43186,19,f,right,1,3,non-english,1.5,2.5,0.666666667,4,14,30,8,31,16,8,10.9033841,-0.024284068,0.063384153
26,cm561,some teenagers are like the unstoppable houses ,conv,4.5,3.5,11,12,102394,19,f,right,1,3,non-english,1.5,2.5,0.666666667,4,14,30,8,31,16,8,10.9033841,0.066909704,0.126356203
27,cm581,"Some people can be difficult in understanding their opinions, like a politician. ",conv,2.5,3.5,9,8,176971,31,m,left,5,2,english,,0,0,0,21,36,6,52,20,10,15.4741278,0.520877569,0.521709
28,cm604,Cigarettes are like an unexpected fire. ,conv,5,3.5,10,15,106166,21,f,right,3,2,bilingual,2.75,1.25,0.363636364,6,21,4,7,20,13,2,9.6914146,0.187570533,0.157200875
28,cm615,Certain Memories are like reading a book. ,conv,3.5,3.5,21,4,27641,21,f,right,3,2,bilingual,2.75,1.25,0.363636364,6,21,4,7,20,13,2,9.6914146,,
29,cm625,Some jobs are like blackholes ,conv,5,3.5,9,1,42216,22,m,right,4,3,bilingual,2.25,1.75,0.444444444,5,12,-3,14,40,19,9,29.3434821,-0.15293066,-0.026189334
29,cm632,"A friendship is like signing a contract to be available for one another whenever, wherever  ",conv,5,3.5,16,20,57491,22,m,right,4,3,bilingual,2.25,1.75,0.444444444,5,12,-3,14,40,19,9,29.3434821,-0.020283359,0.131938138
29,cm633,Some People are as confusing as a Rubik's Cube ,conv,5,3.5,17,8,17827,22,m,right,4,3,bilingual,2.25,1.75,0.444444444,5,12,-3,14,40,19,9,29.3434821,0.452920272,0.365595358
30,cm645,His temper is like a hot air balloon thats given too much fire ,conv,5,3.5,7,13,25294,20,m,left,2,3,english,,0,0,0,9,35,14,41,23,11,23.5710328,0.201401093,0.332856357
30,cm646,This property is worth as much as a lost egyptian treasure ,conv,4.5,3.5,8,21,55682,20,m,left,2,3,english,,0,0,0,9,35,14,41,23,11,23.5710328,0.214740025,0.304206296
30,cm655,Her smile is like a bright light that others cant help but gravitate towards ,conv,5,3.5,17,10,27323,20,m,left,2,3,english,,0,0,0,9,35,14,41,23,11,23.5710328,-0.003698423,0.159271532
33,cm717,"Love, can hit you before you realize it's there. Like a car about to wreck.  ",conv,5,3.5,13,3,95986,27,f,right,6,2,english,,0,0,0,13,25,6,37,21,7,14.4058574,0.01612784,0.066810434
34,cm742,Some teenagers is like how the Earth spins on its axis.  ,conv,5,3.5,16,12,63299,21,f,right,3,3,non-english,1.25,2.75,0.8,5,12,-1,11,29,19,9,14.3979614,0.097717573,0.243340904
35,cm751,love is like Atlanta's bipolar weather ,conv,5,3.5,3,3,24151,20,f,right,3,3,non-english,2,2,0.5,10,12,-7,9,30,12,3,16.0887986,-0.05350038,0.106393787
35,cm764,some people is like a secret trapped in a box ,conv,5,3.5,16,8,31839,20,f,right,3,3,non-english,2,2,0.5,10,12,-7,9,30,12,3,16.0887986,0.316573898,0.294119348
36,cm790,Some teenagers are like older versions of toddlers ,conv,2.5,3.5,20,12,15573,20,f,right,3,2,bilingual,2.25,1.75,0.444444444,3,6,18,10,23,23,10,14.8934089,-0.003956236,0.064063375
37,cm804,his temper is like popcorn  ,conv,5,3.5,12,13,26670,19,f,right,3,3,english,,0,0,0,10,6,14,43,19,10,21.3231647,-0.003837236,0.094659479
37,cm805,her smile is like ants and sugar  ,conv,5,3.5,13,10,23816,19,f,right,3,3,english,,0,0,0,10,6,14,43,19,10,21.3231647,-0.034701166,-0.039102592
37,cm806,some realtionships are like cubical jobs  ,conv,5,3.5,14,11,28064,19,f,right,3,3,english,,0,0,0,10,6,14,43,19,10,21.3231647,0.156391808,0.077281314
38,cm820,Colleges are like fruit salads. ,conv,5,3.5,6,16,13414,19,m,right,3,4,english,,0,0,0,14,4,11,56,24,11,13.2080998,-0.006120414,0.065468851
39,cm851,some college lectures are like pain in my ass,conv,5,3.5,15,2,13466,36,f,right,7,3,non-english,1,3,1,10,14,22,6,29,13,12,18.4298341,,
40,cm860,Her family is like glue,conv,5,3.5,2,5,83222,24,m,right,6,3,bilingual,1,3,1,17,8,15,8,40,18,12,14.9581525,-0.004077958,0.022469244
40,cm879,Love is magic.,conv,5,3.5,21,3,7418,24,m,right,6,3,bilingual,1,3,1,17,8,15,8,40,18,12,14.9581525,0.02697679,-0.042893904
44,cm947,"Some jobs are like being trapped in a smelly, cardboard box. ",conv,5,3.5,1,1,45619,24,f,right,6,2,english,,0,0,0,8,26,6,53,20,11,20.7487617,-0.112200144,0.104413852
44,cm949,Certain memories are like instant replay in your mind. ,conv,3.5,3.5,3,4,69616,24,f,right,6,2,english,,0,0,0,8,26,6,53,20,11,20.7487617,,
44,cm961,Some old men are ostriches. ,conv,5,3.5,15,6,23760,24,f,right,6,2,english,,0,0,0,8,26,6,53,20,11,20.7487617,0.134037559,0.085073898
44,cm968,Some people are closed doors. ,conv,5,3.5,22,8,39302,24,f,right,6,2,english,,0,0,0,8,26,6,53,20,11,20.7487617,0.413779418,0.424072598
45,cm970,Certain memories are like a good pair of instructions,conv,5,3.5,2,4,68901,20,f,right,3,2,english,,0,0,0,4,38,12,39,23,6,14.9336767,,
46,cm994,Her house is like a doll house nobody messes around but cleans every second.,conv,3.5,3.5,4,22,114066,35,f,right,7,3,non-english,1,3,1,9,24,40,12,43,23,13,17.8372712,0.201940682,0.470037708
46,cm1012,Some jobs are like doors that can only be opened with a certain key.,conv,5,3.5,22,1,33076,35,f,right,7,3,non-english,1,3,1,9,24,40,12,43,23,13,17.8372712,-0.032745216,0.146813616
49,cm1072,Some property is like your family. ,conv,5,3.5,16,21,24755,33,f,right,7,3,non-english,1,3,1,12,12,5,13,46,16,11,18.4219381,0.082572221,0.15464162
50,cm1100,Her house is as clean as nobody has lived in there.,conv,2.5,3.5,22,22,72973,29,f,right,6,2,non-english,1.5,2.5,0.666666667,12,18,29,14,53,14,7,18.3753544,0.234420814,0.404751873
51,cm1108,Some people are like computer programs,conv,5,3.5,8,8,21535,19,f,right,2,3,bilingual,1.5,2.5,0.666666667,12,18,0,3,45,26,3,13.179676,0.114655529,0.238740402
51,cm1118,Divorces are beasts,conv,5,3.5,18,17,13031,19,f,right,2,3,bilingual,1.5,2.5,0.666666667,12,18,0,3,45,26,3,13.179676,0.191964125,0.184352072
51,cm1121,The earth is loaded with running machines all the time,conv,5,3.5,21,18,21259,19,f,right,2,3,bilingual,1.5,2.5,0.666666667,12,18,0,3,45,26,3,13.179676,0.132089172,0.283131355
52,cm1328,some college lectures are like mum's daily complaints,conv,3.5,3.5,8,2,29762,32,f,right,7,3,non-english,1.5,2.5,0.666666667,11,24,17,7,28,19,7,14.4216494,,
52,cm1341,her family is like a harbor for those who just experienced a terrible hurricane on the sea,conv,5,3.5,21,5,44527,32,f,right,7,3,non-english,1.5,2.5,0.666666667,11,24,17,7,28,19,7,14.4216494,0.014000903,0.074722585
53,cm1307,Colleges are the human zoo.,conv,4.5,3.5,9,16,17766,17,f,right,1,3,bilingual,1.5,2.5,0.666666667,9,25,44,6,32,12,8,17.8593791,0.039655005,0.131489459
53,cm1310,Love is a math problems that no one can solve.,conv,5,3.5,12,3,22794,17,f,right,1,3,bilingual,1.5,2.5,0.666666667,9,25,44,6,32,12,8,17.8593791,0.19385806,0.209033308
53,cm1313,Her smile is like beautiful as a slice of pizza in my eyes.,conv,5,3.5,15,10,54097,17,f,right,1,3,bilingual,1.5,2.5,0.666666667,9,25,44,6,32,12,8,17.8593791,-0.060513722,-0.029935911
53,cm1315,Divorce is the toxin that destroy everything.,conv,4.5,3.5,17,17,66172,17,f,right,1,3,bilingual,1.5,2.5,0.666666667,9,25,44,6,32,12,8,17.8593791,0.508857757,0.565034345
54,cm1128,some professors can defeat google in knowledge,conv,5,3.5,6,9,52282,21,f,right,4,3,non-english,2.5,1.5,0.4,10,13,4,13,44,11,9,13.179676,0.174211154,0.089213148
54,cm1129,cigarettes are like several bullets shot every time you smoke one,conv,5,3.5,7,15,126918,21,f,right,4,3,non-english,2.5,1.5,0.4,10,13,4,13,44,11,9,13.179676,0.207230393,0.122369697
55,cm1146,"Some old men have the minds of a rock, they just won't budge.",conv,5,3.5,2,6,31230,17,f,right,1,4,bilingual,2.75,1.25,0.363636364,1,6,20,9,58,14,4,26.9945506,0.13342824,0.242808465
55,cm1148,Some people are as ambigous as a poker player.,conv,2.5,3.5,4,8,40869,17,f,right,1,4,bilingual,2.75,1.25,0.363636364,1,6,20,9,58,14,4,26.9945506,0.352347703,0.446955768
58,cm1215,Some professors are like Da Vinci; all-knowing and versatile.,conv,2.5,3.5,5,9,55758,34,f,left,7,3,bilingual,1.25,2.75,0.8,3,24,55,6,62,19,8,23.0447936,0.120571974,0.141053441
58,cm1225,His temper is like a pressure cooker.,conv,5,3.5,15,13,58059,34,f,left,7,3,bilingual,1.25,2.75,0.8,3,24,55,6,62,19,8,23.0447936,0.01305865,0.152507153
59,cm1251,love is a way in a jungle at night,conv,4.5,3.5,19,3,85967,22,f,right,6,4,non-english,2.5,1.5,0.4,12,14,20,12,61,22,7,22.405647,0.054461741,0.014392381
60,cm1259,Smoking cigarettes are like playing russian roulette.,conv,5,3.5,5,15,53348,18,f,right,2,2,english,,0,0,0,7,64,6,32,23,7,18.9134376,0.033468008,0.070133653
60,cm1276,Some computer programs are like microscopes.,conv,4.5,3.5,22,7,83401,18,f,right,2,2,english,,0,0,0,7,64,6,32,23,7,18.9134376,0.186392271,0.217112302
61,cm1284,love is like a maze,conv,5,3.5,8,3,9273,21,m,right,3,3,non-english,2.5,1.5,0.4,6,15,3,10,50,16,12,16.6576735,0.032803743,0.049890392
61,cm1292,her beauty is like a super power,conv,5,3.5,16,14,34408,21,m,right,3,3,non-english,2.5,1.5,0.4,6,15,3,10,50,16,12,16.6576735,-0.004158958,0.099725996
61,cm1297,the earth  sometimes reminds of Wall Street,conv,3.5,3.5,21,18,31595,21,m,right,3,3,non-english,2.5,1.5,0.4,6,15,3,10,50,16,12,16.6576735,0.086923444,0.152101867
2,cm27,"Some teenagers remind me of hummingbirds, lol. ",conv,5,3.25,5,12,71272,22,f,right,4,3,english,,0,0,0,12,-5,8,46,17,6,23.0447936,0.090941117,0.081974606
15,cm309,Her house is like a brand new pair of shoes ,conv,5,3.25,1,22,113146,27,f,right,6,3,english,,0,0,0,17,40,7,53,19,8,18.4195702,0.171480893,0.252295444
15,cm311,Colleges are like the DMV ,conv,5,3.25,3,16,78560,27,f,right,6,3,english,,0,0,0,17,40,7,53,19,8,18.4195702,-0.00418473,-0.010299068
18,cm393,Some people are like actors or actress.  ,conv,2.5,3.25,19,8,39358,27,f,right,7,3,non-english,1,3,1,9,11,12,13,26,21,13,17.7804236,0.268213748,0.337767079
19,cm401,Some property is like Mona Lisa's picture. ,conv,5,3.25,5,21,101174,33,f,right,7,2,non-english,2.5,1.5,0.4,14,13,36,10,41,19,10,17.8917509,0.10757174,0.0312948
22,cm470,"The Earth is like a Downtown Atlanta during rush hour, ",conv,3.5,3.25,8,18,49858,19,f,left,3,2,english,,0,0,0,10,23,10,33,27,12,23.546557,0.125980225,0.266533801
25,cm531,His temper is quick to burst like a bubble. ,conv,5,3.25,3,13,26102,19,f,right,1,3,bilingual,1,3,1,3,20,10,5,15,18,6,17.1918087,0.197050824,0.374841366
26,cm562,friendship is like a gum ,conv,5,3.25,12,20,45962,19,f,right,1,3,non-english,1.5,2.5,0.666666667,4,14,30,8,31,16,8,10.9033841,0.01274734,0.104572514
26,cm565,some computer programs are like a book from heaven ,conv,4.5,3.25,15,7,37657,19,f,right,1,3,non-english,1.5,2.5,0.666666667,4,14,30,8,31,16,8,10.9033841,0.125966993,0.084022727
27,cm580,Some teenagers are always up and about like a busy beaver. ,conv,5,3.25,8,12,27372,31,m,left,5,2,english,,0,0,0,21,36,6,52,20,10,15.4741278,0.369070655,0.274624936
31,cm663,"Fran kept her house like a museum, without a speck of dust. ",conv,5,3.25,3,22,20009,43,f,left,7,3,english,,0,0,0,9,60,12,58,27,10,19.5383723,0.081478054,0.361076075
31,cm666,That book is worth my arm and leg. ,conv,5,3.25,6,21,50639,43,f,left,7,3,english,,0,0,0,9,60,12,58,27,10,19.5383723,-0.001546041,-0.04901632
37,cm793,her house was like an OCD persons closet  ,conv,4.5,3.25,1,22,74057,19,f,right,3,3,english,,0,0,0,10,6,14,43,19,10,21.3231647,0.139925146,0.365514541
37,cm803,cigarettes are like psychopaths with guns   ,conv,5,3.25,11,15,22227,19,f,right,3,3,english,,0,0,0,10,6,14,43,19,10,21.3231647,0.220229074,0.162018276
39,cm845,her house is like a crystal,conv,5,3.25,9,22,14252,36,f,right,7,3,non-english,1,3,1,10,14,22,6,29,13,12,18.4298341,0.113686656,0.318502824
40,cm873,Certain memories are like deja-vu.,conv,3,3.25,15,4,64514,24,m,right,6,3,bilingual,1,3,1,17,8,15,8,40,18,12,14.9581525,,
43,cm946,Some computer programs are like a gadget you can't find the manual to. ,conv,3,3.25,22,7,37356,26,f,right,6,3,english,,0,0,0,11,21,10,56,26,11,26.4825233,0.222165075,0.181358287
45,cm982,Some computer programs are like a rubiks cube,conv,4.5,3.25,14,7,26024,20,f,right,3,2,english,,0,0,0,4,38,12,39,23,6,14.9336767,0.190199452,0.19490223
46,cm996,His temper is like the eye of thunderstorm.,conv,5,3.25,6,13,40026,35,f,right,7,3,non-english,1,3,1,9,24,40,12,43,23,13,17.8372712,0.189414442,0.231655554
47,cm1022,Divorce can be a silent killer to many.,conv,5,3.25,10,17,110870,39,f,right,6,4,non-english,1,3,1,12,23,45,12,50,23,11,17.2076007,0.236401516,0.155495215
47,cm1030,Certain memories are engraved like written down memos.,conv,5,3.25,18,4,45574,39,f,right,6,4,non-english,1,3,1,12,23,45,12,50,23,11,17.2076007,,
51,cm1107,Some property are from Haven,conv,5,3.25,7,21,17292,19,f,right,2,3,bilingual,1.5,2.5,0.666666667,12,18,0,3,45,26,3,13.179676,0.173742598,0.157944525
52,cm1326,her smile is like sunshine after strong storm,conv,5,3.25,6,10,81010,32,f,right,7,3,non-english,1.5,2.5,0.666666667,11,24,17,7,28,19,7,14.4216494,-0.041050671,-0.016889344
54,cm1137,some college lectures are like being in jail,conv,4.5,3.25,15,2,53565,21,f,right,4,3,non-english,2.5,1.5,0.4,10,13,4,13,44,11,9,13.179676,,
55,cm1151,TABComputer programs are complex mazes.,conv,5,3.25,7,7,30878,17,f,right,1,4,bilingual,2.75,1.25,0.363636364,1,6,20,9,58,14,4,26.9945506,0.051967559,0.127903521
58,cm1211,Some computer programs are like reading a bunch of statistical jargons.,conv,2.5,3.25,1,7,89620,34,f,left,7,3,bilingual,1.25,2.75,0.8,3,24,55,6,62,19,8,23.0447936,0.203167148,0.253949574
58,cm1217,Colleges are like airports and shopping malls.,conv,4,3.25,7,16,35240,34,f,left,7,3,bilingual,1.25,2.75,0.8,3,24,55,6,62,19,8,23.0447936,-0.003631562,0.080623195
58,cm1224,Cigarettes are like the movie Armageddon.,conv,5,3.25,14,15,44224,34,f,left,7,3,bilingual,1.25,2.75,0.8,3,24,55,6,62,19,8,23.0447936,0.055456237,-0.016227212
60,cm1269,Some people are hard shells to crack.,conv,4.5,3.25,15,8,39907,18,f,right,2,2,english,,0,0,0,7,64,6,32,23,7,18.9134376,0.518796258,0.602900212
60,cm1273,Her house is like a library.,conv,5,3.25,19,22,52304,18,f,right,2,2,english,,0,0,0,7,64,6,32,23,7,18.9134376,0.092999147,0.273056577
61,cm1296,certain memories are like a Canaletto's painting,conv,4.5,3.25,20,4,47273,21,m,right,3,3,non-english,2.5,1.5,0.4,6,15,3,10,50,16,12,16.6576735,,
1,cm1,Trying to argue with a man is like yelling at a brick wall. ,conv,5,3,1,6,87910,19,f,right,4,3,english,,0,0,0,14,10,7,49,20,9,15.5183436,0.091606883,0.204187695
1,cm14,Some professors are like encyclopedias. ,conv,5,3,14,9,15233,19,f,right,4,3,english,,0,0,0,14,10,7,49,20,9,15.5183436,0.086576855,0.02405975
2,cm26,Her family is her lifejacket. ,conv,5,3,4,5,28861,22,f,right,4,3,english,,0,0,0,12,-5,8,46,17,6,23.0447936,-0.01196541,-0.033957866
4,cm67,Cigarettes are like deadly assasins ,conv,5,3,1,15,39211,19,f,right,3,3,english,,0,0,0,3,14,7,54,23,9,16.6758334,0.313563097,0.244308081
7,cm141,Her family is a stone house in a storm. ,conv,5,3,9,5,93133,21,f,left,4,3,english,,0,0,0,15,27,12,60,26,12,23.0550575,-0.070493322,-0.002047442
9,cm186,Her smile is like a cute puppy ,conv,5,3,10,10,67616,21,m,right,2,2,bilingual,1,3,1,6,11,0,8,37,24,9,17.303136,-0.055560089,-0.035348498
9,cm193,Education is like a highway ,conv,5,3,17,19,30222,21,m,right,2,2,bilingual,1,3,1,6,11,0,8,37,24,9,17.303136,0.06792156,0.05054736
10,cm211,His temper is like Nagasaki ,conv,5,3,13,13,26306,20,m,ambi,2,3,non-english,1.5,2.5,0.666666667,5,20,8,9,33,18,7,12.0285021,0.071954131,0.100900773
11,cm223,Education opens several roads. ,conv,3,3,3,19,13259,21,f,right,3,3,bilingual,,0,0,0,17,18,9,62,19,12,20.6571744,0.122889023,0.21384077
11,cm225,Love is a rocky road. ,conv,5,3,5,3,44831,21,f,right,3,3,bilingual,,0,0,0,17,18,9,62,19,12,20.6571744,-0.06159302,-0.000460136
13,cm274,Cigarettes are like leftover battlefield mines. ,conv,5,3,10,15,55742,21,m,ambi,4,3,english,,0,0,0,12,17,14,38,22,11,23.5891927,0.11806467,0.052255518
15,cm328,Cigarettes are like a car crash ,conv,5,3,20,15,39229,27,f,right,6,3,english,,0,0,0,17,40,7,53,19,8,18.4195702,0.168986702,0.177654843
16,cm342,Her family was like a cradle ,conv,5,3,12,5,9911,26,m,right,6,4,bilingual,,0,0,0,11,37,10,37,27,12,34.5091566,-0.00559499,0.010634469
19,cm402,Her family is a fortress guarded by a million worriors. ,conv,5,3,6,5,226675,33,f,right,7,2,non-english,2.5,1.5,0.4,14,13,36,10,41,19,10,17.8917509,0.008961626,0.05284177
19,cm408,"Some people are like politicians, you can never recognize their true intentions. ",conv,2.5,3,12,8,99489,33,f,right,7,2,non-english,2.5,1.5,0.4,14,13,36,10,41,19,10,17.8917509,0.439081595,0.491558183
20,cm435,Some computer programs are like reading Chinese. ,conv,5,3,17,7,32093,45,f,right,6,3,non-english,2.5,1.5,0.4,11,17,24,14,39,22,11,13.2096799,0.157006881,0.222017096
23,cm490,"Arguing with him was like being in the eye of a storm, never knowing when the calm might suddenly break. ",conv,5,3,6,13,85440,19,f,right,4,2,english,,0,0,0,12,-9,10,35,27,6,18.9884451,0.230164881,0.403110187
24,cm510,Her smile is like a magnet over a bed of nails  ,conv,5,3,4,10,51613,23,m,right,6,3,english,,0,0,0,12,20,6,42,21,7,16.0651106,-0.002455854,-0.039753583
25,cm550,Some teenagers are like cars on the freeway.  ,conv,5,3,22,12,23827,19,f,right,1,3,bilingual,1,3,1,3,20,10,5,15,18,6,17.1918087,0.051206898,0.25371129
26,cm567,certain memories are like the instruction for a machine ,conv,4.5,3,17,4,27071,19,f,right,1,3,non-english,1.5,2.5,0.666666667,4,14,30,8,31,16,8,10.9033841,,
26,cm568,some college lectures are like reading a book from other planet ,conv,4,3,18,2,100912,19,f,right,1,3,non-english,1.5,2.5,0.666666667,4,14,30,8,31,16,8,10.9033841,,
27,cm578,The Earth is crowded and hectic like rush hour. ,conv,5,3,6,18,29379,31,m,left,5,2,english,,0,0,0,21,36,6,52,20,10,15.4741278,0.185580779,0.37579507
28,cm608,Her beauty is like a spoiled child. ,conv,5,3,14,14,88035,21,f,right,3,2,bilingual,2.75,1.25,0.363636364,6,21,4,7,20,13,2,9.6914146,0.023039264,0.151447835
30,cm660,Some people are like a book with hardly any words in them ,conv,5,3,22,8,21275,20,m,left,2,3,english,,0,0,0,9,35,14,41,23,11,23.5710328,0.362788797,0.411025648
31,cm669,Romance is like a roller coaster. ,conv,5,3,9,3,9270,43,f,left,7,3,english,,0,0,0,9,60,12,58,27,10,19.5383723,0.001130794,-0.017576101
34,cm741,Divorce is like how Hurrican Katrina impacted the people of New Orleans.  ,conv,5,3,15,17,42976,21,f,right,3,3,non-english,1.25,2.75,0.8,5,12,-1,11,29,19,9,14.3979614,0.265375748,0.339385467
35,cm757,her house is just like the white house  ,conv,2.5,3,9,22,47831,20,f,right,3,3,non-english,2,2,0.5,10,12,-7,9,30,12,3,16.0887986,0.098374674,0.331172181
35,cm762,some teenagers are just like mosquitos ,conv,5,3,14,12,40411,20,f,right,3,3,non-english,2,2,0.5,10,12,-7,9,30,12,3,16.0887986,-0.012713973,0.071601016
35,cm765,some old men are just like little kids ,conv,3.5,3,17,6,11678,20,f,right,3,3,non-english,2,2,0.5,10,12,-7,9,30,12,3,16.0887986,0.117621663,0.125608104
36,cm772,Love is like playing the lottery ,conv,5,3,2,3,84005,20,f,right,3,2,bilingual,2.25,1.75,0.444444444,3,6,18,10,23,23,10,14.8934089,0.054454475,0.007063518
37,cm801,her family is like a tribe  ,conv,2.5,3,9,5,34126,19,f,right,3,3,english,,0,0,0,10,6,14,43,19,10,21.3231647,-0.016570991,-0.033015245
38,cm817,The Earth is like I-85 on a Monday morning. ,conv,5,3,3,18,38389,19,m,right,3,4,english,,0,0,0,14,4,11,56,24,11,13.2080998,0.05086175,0.167959296
39,cm841,The earth is like the subway in Korea (packed with hectic peopple)),conv,5,3,5,18,53692,36,f,right,7,3,non-english,1,3,1,10,14,22,6,29,13,12,18.4298341,0.293112576,0.495593628
39,cm842,cigarettes are melting ice ,conv,4,3,6,15,25211,36,f,right,7,3,non-english,1,3,1,10,14,22,6,29,13,12,18.4298341,-0.075110854,-0.082525871
40,cm874,Working with some professors is like working for Steve Jobs.,conv,2.5,3,16,9,25429,24,m,right,6,3,bilingual,1,3,1,17,8,15,8,40,18,12,14.9581525,0.100058374,0.115837253
40,cm878,Talking with some old men is like taking care of grumpy kids.,conv,2.5,3,20,6,115715,24,m,right,6,3,bilingual,1,3,1,17,8,15,8,40,18,12,14.9581525,0.116205329,0.132349476
41,cm888,Divorce is like nuclear winter  ,conv,4.5,3,8,17,14090,38,f,right,6,3,non-english,2.25,1.75,0.444444444,5,19,32,12,49,25,6,13.2357358,0.099308311,0.172930623
43,cm925,People were drawn to her smile like moths to a flame. ,conv,5,3,1,10,21874,26,f,right,6,3,english,,0,0,0,11,21,10,56,26,11,26.4825233,0.183954245,0.199663313
43,cm944,His temper is like Mt. St. Helen's.  ,conv,5,3,20,13,22882,26,f,right,6,3,english,,0,0,0,11,21,10,56,26,11,26.4825233,0.003292089,-0.102919359
46,cm1005,Love is like reading a book written in a foreign language you don't understand.,conv,5,3,15,3,49766,35,f,right,7,3,non-english,1,3,1,9,24,40,12,43,23,13,17.8372712,0.013520559,0.042113935
46,cm1008,Her family is like Stone Mountain. ,conv,5,3,18,5,26602,35,f,right,7,3,non-english,1,3,1,9,24,40,12,43,23,13,17.8372712,-0.023087371,-0.08866165
46,cm1009,Some old men are like trees that can never be cut down. ,conv,5,3,19,6,32393,35,f,right,7,3,non-english,1,3,1,9,24,40,12,43,23,13,17.8372712,0.062351602,0.030034758
47,cm1016,Some professors work as if everything is a breeze.,conv,3,3,4,9,302673,39,f,right,6,4,non-english,1,3,1,12,23,45,12,50,23,11,17.2076007,0.102148363,0.018726899
48,cm1045,Some property are like pleasure.,conv,4,3,11,21,37143,28,f,right,7,3,non-english,1,3,1,12,14,5,7,33,12,12,10.3045053,0.179733677,0.162940191
48,cm1055,Her house is like my cozy bed.,conv,4.5,3,21,22,28664,28,f,right,7,3,non-english,1,3,1,12,14,5,7,33,12,12,10.3045053,0.185056955,0.430046076
49,cm1061,Some college lectures are like reading grammar books.,conv,3,3,5,2,41419,33,f,right,7,3,non-english,1,3,1,12,12,5,13,46,16,11,18.4219381,,
49,cm1066,Colleges are like small versions of global world. ,conv,5,3,10,16,47936,33,f,right,7,3,non-english,1,3,1,12,12,5,13,46,16,11,18.4219381,0.039449495,0.142462266
50,cm1086,Education gives you tickets to good future.,conv,3,3,8,19,29329,29,f,right,6,2,non-english,1.5,2.5,0.666666667,12,18,29,14,53,14,7,18.3753544,0.325350104,0.546814599
51,cm1111,Her family are long wall,conv,5,3,11,5,28121,19,f,right,2,3,bilingual,1.5,2.5,0.666666667,12,18,0,3,45,26,3,13.179676,-0.024406393,0.048372177
51,cm1115,TABSome relationships are free riders,conv,4,3,15,11,19478,19,f,right,2,3,bilingual,1.5,2.5,0.666666667,12,18,0,3,45,26,3,13.179676,0.140882078,0.042950786
52,cm1323,love is like wind,conv,5,3,3,3,35901,32,f,right,7,3,non-english,1.5,2.5,0.666666667,11,24,17,7,28,19,7,14.4216494,-0.001852841,0.049833362
52,cm1324,her beauty is like a free lunch ticket,conv,5,3,4,14,146284,32,f,right,7,3,non-english,1.5,2.5,0.666666667,11,24,17,7,28,19,7,14.4216494,0.033381258,0.126714232
52,cm1327,some professors are like dolphins,conv,5,3,7,9,125145,32,f,right,7,3,non-english,1.5,2.5,0.666666667,11,24,17,7,28,19,7,14.4216494,0.074573291,-0.026107797
52,cm1338,some teenagers are like roller skators,conv,2,3,18,12,36813,32,f,right,7,3,non-english,1.5,2.5,0.666666667,11,24,17,7,28,19,7,14.4216494,0.065772925,0.14190299
54,cm1135,some teenagers are like electric battery,conv,5,3,13,12,38261,21,f,right,4,3,non-english,2.5,1.5,0.4,10,13,4,13,44,11,9,13.179676,0.008566106,0.072279049
